id,name__es,name__en,name,wikipedia__en,wikipedia__es,image,gender,birth_date,given_name,original_wikiname,name__fr,name__nl,name__hu,name__de,name__nb,name__da,name__nn,name__sv,twitter,name__uk,name__gl,name__fa,name__pt,name__zh,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__gl,wikipedia__pt,wikipedia__uk,identifier__freebase,name__it,wikipedia__commons,wikipedia__nl,facebook,name__br,name__ca,name__co,name__cs,name__cy,name__eo,name__et,name__eu,name__fi,name__hr,name__lt,name__lv,name__oc,name__pcd,name__pl,name__ro,name__sk,name__sr_el,name__tr,name__vec,name__vi,name__vls,name__vo,name__wa,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ru,name__id,name__ja,name__mr,name__ar,name__mg,wikipedia__ar,wikipedia__ca,wikipedia__da,wikipedia__fi,wikipedia__hu,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__lt,wikipedia__mg,wikipedia__mr,wikipedia__no,wikipedia__pl,wikipedia__ru,wikipedia__sv,wikipedia__zh,name__ast,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__el,family_name,wikipedia__eswikiquote,wikipedia__eswikisource,identifier__FAST,name__he,wikipedia__cs,wikipedia__eo,wikipedia__he,wikipedia__simple,wikipedia__tr,death_date,name__sw,wikipedia__sw,name__la,wikipedia__la,wikipedia__oc,name__af,name__an,name__bar,name__bs,name__eml,name__fo,name__frr,name__gsw,name__is,name__lb,name__min,name__nds,name__pt_br,name__rm,name__sco,name__sh,name__sl,name__sq,identifier__google_knowledge,name__en_ca,name__en_gb,identifier__ISNI,identifier__SBN_it,website,identifier__NTA,wikipedia__sl,name__be,wikipedia__eu,identifier__BNE,instagram,name__hy,occupation,name__sr_ec,name__bg,name__sr,wikipedia__bg,wikipedia__ptwikiquote,wikipedia__sr,identifier__IMDB,identifier__MusicBrainz,identifier__AlloCine,identifier__Munzinger,identifier__GNC,identifier__moviemeter,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,second_surname,identifier__snac,wikipedia__eswikinews,identifier__quora,name__bm,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__ga,name__gd,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__li,name__lij,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__rgn,name__sc,name__scn,name__vmf,name__wo,name__zu,identifier__bna,identifier__ssrn,identifier__cinenacional,name__gn,wikipedia__sk,identifier__ATP,identifier__ITF,linkedin,identifier__youtube,wikipedia__tg,name__tg,identifier__Britannica,married_name,wikipedia__plwikiquote,identifier__BIBSYS,identifier__NUKAT,identifier__CANTIC,identifier__LNB,identifier__argentine_senate,pseudonym,name__lfn
Q21856169,Myrian del Valle Juárez,Myrian del Valle Juárez,Myrian del Valle Juárez,,,,female,,Myrian,,Myrian del Valle Juárez,Myrian del Valle Juárez,Myrian del Valle Juárez,Myrian del Valle Juárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myrian del Valle Juárez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856170,Daniel Ricardo Kroneberger,Daniel Ricardo Kroneberger,Daniel Ricardo Kroneberger,,,,male,,Daniel,,Daniel Ricardo Kroneberger,Daniel Ricardo Kroneberger,Daniel Ricardo Kroneberger,Daniel Ricardo Kroneberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Ricardo Kroneberger,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856171,Elia Nelly Lagoria,Elia Nelly Lagoria,Elia Nelly Lagoria,,,,female,,Elia,,Elia Nelly Lagoria,Elia Nelly Lagoria,Elia Nelly Lagoria,Elia Nelly Lagoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elia Nelly Lagoria,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856172,Luciano Andrés Laspina,Luciano Andrés Laspina,Luciano Andrés Laspina,,Luciano Laspina,https://upload.wikimedia.org/wikipedia/commons/c/c5/Luciano_Laspina_Diputado.jpg,male,1972-08-08,Luciano,,Luciano Andrés Laspina,Luciano Andrés Laspina,Luciano Andrés Laspina,Luciano Andrés Laspina,,,,,LaspinaL,,,,,,,,,,,,,,Category:Luciano Laspina,,LaspinaLuciano,,Luciano Laspina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luciano Andrés Laspina,,,,,,,https://lucianolaspina.com/,,,,,,laspinaluciano,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856173,Marco Lavagna,Marco Lavagna,Marco Lavagna,,,,male,,Marco,,Marco Lavagna,Marco Lavagna,Marco Lavagna,Marco Lavagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Lavagna,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856174,Daniel Andrés Lipovetzky,Daniel Andrés Lipovetzky,Daniel Andrés Lipovetzky,,,,male,,Daniel,,Daniel Andrés Lipovetzky,Daniel Andrés Lipovetzky,Daniel Andrés Lipovetzky,Daniel Andrés Lipovetzky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Andrés Lipovetzky,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856175,Ana Llanos,Ana Llanos,Ana Llanos,,,,female,,Ana,,Ana Llanos,Ana Llanos,Ana Llanos,Ana Llanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Llanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Llanos,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856176,Leandro López Koenig,Leandro López Koenig,Leandro López Koenig,,,,male,,Leandro,,Leandro López Koenig,Leandro López Koenig,Leandro López Koenig,Leandro López Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leandro López Koenig,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856177,Silvia Gabriela Lospennato,Silvia Gabriela Lospennato,Silvia Gabriela Lospennato,,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Silvia_Gabriela_Lospennato.png,female,,Silvia,,Silvia Gabriela Lospennato,Silvia Gabriela Lospennato,Silvia Gabriela Lospennato,Silvia Gabriela Lospennato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Gabriela Lospennato,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856178,Inés Beatriz Lotto Vecchietti,Inés Beatriz Lotto de Vecchietti,Inés Beatriz Lotto Vecchietti,,Inés Beatriz Lotto de Vecchietti,https://upload.wikimedia.org/wikipedia/commons/a/ac/Inés_Beatriz_Lotto.png,female,1953-01-01,Inés,,Inés Beatriz Lotto,Inés Beatriz Lotto,Inés Beatriz Lotto,Inés Beatriz Lotto,,,,,,,,,,,,,,,,,,Inés Beatriz Lotto de Vecchietti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inés Beatriz Lotto Vecchietti,,,,Inés Beatriz Lotto de Vecchietti,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856179,Oscar Alberto Macias,Oscar Alberto Macias,Oscar Alberto Macias,,,,male,,Oscar,,Oscar Alberto Macias,Oscar Alberto Macias,Oscar Alberto Macias,Oscar Alberto Macias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscar Alberto Macias,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856180,Teresita Madera,Teresita Madera,Teresita Madera,,,,female,,Teresita,,Teresita Madera,Teresita Madera,Teresita Madera,Teresita Madera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresita Madera,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856181,Hugo María Marcucci,Hugo María Marcucci,Hugo María Marcucci,,,,male,,Hugo,,Hugo María Marcucci,Hugo María Marcucci,Hugo María Marcucci,Hugo María Marcucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugo María Marcucci,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856182,Silvia Alejandra Martínez,Silvia Alejandra Martínez,Silvia Alejandra Martínez,,,,female,,Silvia,,Silvia Alejandra Martínez,Silvia Alejandra Martínez,Silvia Alejandra Martínez,Silvia Alejandra Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Alejandra Martínez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856183,Oscar Anselmo Martínez,Oscar Anselmo Martínez,Oscar Anselmo Martínez,,,,male,,Oscar,,Oscar Anselmo Martínez,Oscar Anselmo Martínez,Oscar Anselmo Martínez,Oscar Anselmo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscar Anselmo Martínez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856184,Ana Laura Martínez,Ana Laura Martínez,Ana Laura Martínez,,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Ana_Laura_Martínez.png,female,,Ana,,Ana Laura Martínez,Ana Laura Martínez,Ana Laura Martínez,Ana Laura Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Laura Martínez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856185,Gustavo José Martínez Campos,Gustavo José Martínez Campos,Gustavo José Martínez Campos,,,,male,,Gustavo,,Gustavo José Martínez Campos,Gustavo José Martínez Campos,Gustavo José Martínez Campos,Gustavo José Martínez Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustavo José Martínez Campos,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856186,Leonor María Martínez Villada,Leonor María Martínez Villada,Leonor María Martínez Villada,,,,female,,Leonor,,Leonor María Martínez Villada,Leonor María Martínez Villada,Leonor María Martínez Villada,Leonor María Martínez Villada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonor María Martínez Villada,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856188,María Lucile Masin,María Lucile Masin,María Lucile Masin,,,,female,,María,,María Lucile Masin,María Lucile Masin,María Lucile Masin,María Lucile Masin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Lucile Masin,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856189,Vanesa Laura Massetani,Vanesa Laura Massetani,Vanesa Laura Massetani,,,https://upload.wikimedia.org/wikipedia/commons/8/8c/Vanesa_Laura_Massetani.png,female,,Vanesa,,Vanesa Laura Massetani,Vanesa Laura Massetani,Vanesa Laura Massetani,Vanesa Laura Massetani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanesa Laura Massetani,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856190,Nicolás María Massot,Nicolás María Massot,Nicolás María Massot,,,,male,,Nicolás,,Nicolás María Massot,Nicolás María Massot,Nicolás María Massot,Nicolás María Massot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolás María Massot,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856192,Mayra Soledad Mendoza,Mayra Soledad Mendoza,Mayra Soledad Mendoza,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Mayra_Soledad_Mendoza.png,female,,Mayra,,Mayra Soledad Mendoza,Mayra Soledad Mendoza,Mayra Soledad Mendoza,Mayra Soledad Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mayra Soledad Mendoza,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856193,Verónica Mercado,Verónica Mercado,Verónica Mercado,,,,female,,Verónica,,Verónica Mercado,Verónica Mercado,Verónica Mercado,Verónica Mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verónica Mercado,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856194,Diego Matías Mestre,Diego Matías Mestre,Diego Matías Mestre,,Diego Mestre,https://upload.wikimedia.org/wikipedia/commons/1/13/Diego_Matías_Mestre.png,male,"",Diego,Diego Mestre,Diego Matías Mestre,Diego Matías Mestre,Diego Matías Mestre,Diego Matías Mestre,,,,,DiegoMMestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Matías Mestre,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856195,Pedro Rubén Miranda,Pedro Rubén Miranda,Pedro Rubén Miranda,,,,male,,Pedro,,Pedro Rubén Miranda,Pedro Rubén Miranda,Pedro Rubén Miranda,Pedro Rubén Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Rubén Miranda,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856211,Karina Alejandra Molina,Karina Alejandra Molina,Karina Alejandra Molina,,,,female,,Karina,,Karina Alejandra Molina,Karina Alejandra Molina,Karina Alejandra Molina,Karina Alejandra Molina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karina Alejandra Molina,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856212,Marcelo Monfort,Marcelo Monfort,Marcelo Monfort,,,,male,,Marcelo,,Marcelo Monfort,Marcelo Monfort,Marcelo Monfort,Marcelo Monfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelo Monfort,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856213,Mariana Morales,Mariana Morales,Mariana Morales,,,https://upload.wikimedia.org/wikipedia/commons/5/58/Mariana_Elizabet_Morales.png,female,1985,Mariana,,Mariana Morales,Mariana Morales,Mariana Morales,Mariana Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariana Morales,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856214,Cecilia Moreau,Cecilia Moreau,Cecilia Moreau,,,,female,,Cecilia,,Cecilia Moreau,Cecilia Moreau,Cecilia Moreau,Cecilia Moreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecilia Moreau,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856215,Carlos Moreno,Carlos Moreno,Carlos Moreno,,,,male,,Carlos,,Carlos Moreno,Carlos Moreno,Carlos Moreno,Carlos Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Moreno,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856216,Miguel Nanni,Miguel Nanni,Miguel Nanni,,,,male,,Miguel,,Miguel Nanni,Miguel Nanni,Miguel Nanni,Miguel Nanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Nanni,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856217,Graciela Navarro,Graciela Navarro,Graciela Navarro,,,,female,,Graciela,,Graciela Navarro,Graciela Navarro,Graciela Navarro,Graciela Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graciela Navarro,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856218,Adriana Mónica Nazario,Adriana Mónica Nazario,Adriana Mónica Nazario,,,,female,,Adriana,,Adriana Mónica Nazario,Adriana Mónica Nazario,Adriana Mónica Nazario,Adriana Mónica Nazario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriana Mónica Nazario,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856219,José Carlos Núñez,José Carlos Núñez,José Carlos Núñez,,,,male,,José,,José Carlos Núñez,José Carlos Núñez,José Carlos Núñez,José Carlos Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Carlos Núñez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856220,Cristian Rodolfo Oliva,Cristian Rodolfo Oliva,Cristian Rodolfo Oliva,,,,male,,Cristian,,Cristian Rodolfo Oliva,Cristian Rodolfo Oliva,Cristian Rodolfo Oliva,Cristian Rodolfo Oliva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian Rodolfo Oliva,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856221,Héctor Enrique Olivares,Héctor Enrique Olivares,Héctor Enrique Olivares,,,,male,,Héctor,,Héctor Enrique Olivares,Héctor Enrique Olivares,Héctor Enrique Olivares,Héctor Enrique Olivares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Enrique Olivares,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21856222,José Fernando Orellana,José Fernando Orellana,José Fernando Orellana,,,,male,,José Fernando,,José Fernando Orellana,José Fernando Orellana,José Fernando Orellana,José Fernando Orellana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Fernando Orellana,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
