id,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__en,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,name,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__en,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Munzinger,identifier__journalisted,identifier__hansard,name__be,name__gl,name__id,name__bn,name__ar,name__pt,name__eo,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__ckb,name__az,name__ko,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__ko,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__uk,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,family_name,identifier__NTA,identifier__EuroparlMEP,name__gd,name__yo,name__et,name__ja,name__pnb,name__sk,name__ku_arab,name__ku_latn,name__tr,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ja,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__tr,wikipedia__ur,wikipedia__yo,identifier__SELIBR,identifier__NNDB,identifier__parliamentDOTuk,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__is,name__ro,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__ro,wikipedia__zh_min_nan,identifier__GTAA,death_date,identifier__Oxforddnb,name__el,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__af,wikipedia__af,wikipedia__el,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__sco,wikipedia__sr,identifier__NLA,identifier__NPG,name__en_ca,name__en_gb,name__tl,wikipedia__tl,name__de_ch,honorific_prefix,name__an,name__bs,name__ceb,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__sq,name__vec,name__wa,name__vmf,name__ta,wikipedia__ta,identifier__MusicBrainz,identifier__discogs,twitter,name__yue,identifier__GNC,wikipedia__plwikiquote,identifier__publicwhip,original_wikiname,wikipedia__hiwikiquote,identifier__FAST,identifier__Britannica,wikipedia__sh,last_seen,identifier__TWFY,identifier__bbc_democracy_live,identifier__CSPAN,identifier__parliamentary_record,identifier__N6I,name__sh,identifier__OLID,identifier__BNE,name__fit,identifier__senate_nl,identifier__PACE,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vi,name__vls,name__vo,name__wo,name__zu,identifier__guardian_topic,wikipedia__enwikinews,occupation,identifier__nobel_prize,identifier__nlg,wikipedia__cawikiquote,identifier__snac,facebook,wikipedia__sl,noble_title,identifier__DoUB,identifier__wikitree,wikipedia__bgwikiquote,identifier__BBC_things,identifier__MGP,wikipedia__nrm,wikipedia__vi,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__cbk_zam,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__egl,name__eml,name__ext,name__ff,name__fj,name__fo,name__frr,name__fy,name__gag,name__gn,name__gv,name__ha,name__hak,name__hif_latn,name__hil,name__ho,name__hsb,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ksh,name__lad,name__nah,name__qu,name__rup,name__sn,name__su,name__tpi,name__uz,name__war,name__zea,identifier__quora,identifier__ITF,identifier__ne_se,wikipedia__hi,parlid
Q4981853,,,,Bríd Rodgers,,Bríd Rodgers,Bríd Rodgers,,Bríd Rodgers,,,,,Bríd Rodgers,,Bríd Rodgers,Bríd Rodgers,,,,,,,,Bríd Rodgers,,,,,Bríd Rodgers,,,,,Bríd Rodgers,,,,,,,,,,,,,female,,,,1935-02-20,,Bríd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4992676,,Martina Anderson,,Martina Anderson,"Андерсон, Мартина",Martina Anderson,Martina Anderson,Martina Anderson,Martina Anderson,,,,,Martina Anderson,,,Martina Anderson,Martina Anderson,,,Martina Anderson,Martina Anderson,Martina Anderson,,Martina Anderson,,,,Martina Anderson,Martina Anderson,,,,Martina Anderson,,,,,,,Martina Anderson,Martina Anderson,"Андерсон, Мартина",,,,"https://upload.wikimedia.org/wikipedia/commons/1/1f/Martina_Anderson_MEP,_Strasbourg_-_Diliff.jpg",female,,,,1962-04-16,,Martina,,,,,,Martina Anderson,,,مارتينا أندرسون,,,,,,,,,,,,,,,,,,,Category:Martina Anderson,,Martina Anderson,,,,,,,,,,,,,,,Anderson,,113959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5017940,,,,Caitríona Ruane,,Caitríona Ruane,Caitríona Ruane,,Caitríona Ruane,Caitríona Ruane,,,,Caitríona Ruane,,,Caitríona Ruane,Caitríona Ruane,,,Caitríona Ruane,Caitríona Ruane,Caitríona Ruane,,Caitríona Ruane,,,,,Caitríona Ruane,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/07/Ruane.jpg,female,,,,1962-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caitríona Ruane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tennis player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20004281,,,
Q501860,,,,Margaret Ritchie,,Margaret Ritchie,Margaret Ritchie,,Margaret Ritchie,,Margaret Ritchie,,,Margaret Ritchie,,Margaret Ritchie,Margaret Ritchie,Margaret Ritchie,,,,,,,Margaret Ritchie,,,,,Margaret Ritchie (politician),,,,,Margaret Ritchie,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Margaret_ritchie.jpg,female,,,,1958-03-25,/m/027_0s7,Margaret,http://www.margaretritchie.com/,,,,,,,,,,,,,,,مارگارت ریچی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/ms-margaret-ritchie/4130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRitchieMP,,,,margaret_ritchie,,,,,,,margaret_ritchie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,margaretritchiesdlp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130
Q5043280,,,,Carmel Hanna,,Carmel Hanna,Carmel Hanna,,Carmel Hanna,,Carmel Hanna,,,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,Carmel Hanna,כרמל האנה,Carmel Hanna,,,,,Carmel Hanna,,,,,,,,,,,,,,,,,,female,,,,1946-03-26,,Carmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,midwife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5047760,,,,Carál Ní Chuilín,,Carál Ní Chuilín,Carál Ní Chuilín,,Carál Ní Chuilín,,,,,Carál Ní Chuilín,,Carál Ní Chuilín,Carál Ní Chuilín,,,,,,,,Carál Ní Chuilín,,,,,Carál Ní Chuilín,,,,,Carál Ní Chuilín,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Carál_Ní_Chuilín_(cropped).jpg,female,,,,1964-12-18,,Carál,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5052017,,,,Cathal Boylan,,,Cathal Boylan,,Cathal Boylan,,,,,Cathal Boylan,,,Cathal Boylan,,,,,,,,Cathal Boylan,,,,,Cathal Boylan,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/CathalBoylan.jpg,male,,,,1964-04-30,,Cathal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5052072,,,,Cathal Ó hOisín,,,Cathal Ó hOisín,,Cathal Ó hOisín,,,,,Cathal Ó hOisín,,,Cathal Ó hOisín,,,,,,,,Cathal Ó hOisín,,,,,Cathal Ó hOisín,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Cathal_Ó_hOisín.jpg,male,,,,1963-03-18,,Cathal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5057164,,,,Cedric Wilson,,,Cedric Wilson,,Cedric Wilson,,,,,Cedric Wilson,,,Cedric Wilson,,,,,,,,Cedric Wilson,,,,,Cedric Wilson,,,,,,,,,,,,,,,,,,male,65981080,,,1948-06-06,,Cedric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5106839,,,,Chris Hazzard,,,Chris Hazzard,,Chris Hazzard,,Chris Hazzard,,,Chris Hazzard,,,Chris Hazzard,,,,,,,,Chris Hazzard,,,,,Chris Hazzard,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Chris_Hazzard.jpg,male,,,,1985-01-01,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChrisHazzardSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,chris.hazzard.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5107294,,,,Chris Lyttle,,Chris Lyttle,Chris Lyttle,,Chris Lyttle,,,,,Chris Lyttle,,,Chris Lyttle,,,,,,,,Chris Lyttle,,,,,Chris Lyttle,,,,,,,,,,,,,,,,,,male,,,,1981-01-19,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5125263,,,,,,,Claire McGill,,,,Claire McGill,,,Claire McGill,,,Claire McGill,,,,,,,,Claire McGill,,,,,Claire McGill,,,,,,,,,,,,,,,,,,female,,,,,,Claire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5149523,,,,Colum Eastwood,,,Colum Eastwood,,Colum Eastwood,,,,,Colum Eastwood,,Colum Eastwood,Colum Eastwood,,,,,,,קולום איסטווד,Colum Eastwood,,,,,Colum Eastwood,,,,Colum Eastwood,Colum Eastwood,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a8/Colum_Eastwood_MLA.JPG,male,,,,1983-04-30,,Colum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,43205881-81f1-463f-9d6c-53a2f89cf450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5158089,,,,Conall McDevitt,,,Conall McDevitt,,Conall McDevitt,,Conall McDevitt,,,,,,Conall McDevitt,,,,,,,,Conall McDevitt,,,,,Conall McDevitt,,,,,,,,,,,,,,,,,,male,,,,1972-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5209806,,,,Daithí McKay,,,Daithí McKay,,Daithí McKay,,,,,Daithí McKay,,,Daithí McKay,,,,,,,,Daithí McKay,,,,,Daithí McKay,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/83/Edinburgh_fbu.jpg,male,,,,1982-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5220512,,,,Danny Kennedy,,Danny Kennedy,Danny Kennedy,,Danny Kennedy,,Danny Kennedy,,,Danny Kennedy,,Danny Kennedy,Danny Kennedy,,,,,,,,Danny Kennedy,,,,,Danny Kennedy,,,,Danny Kennedy (homme politique),Danny Kennedy,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/DannyKennedy.jpg,male,,,,1959-07-06,,Danny,,,,,,,,,داني كينيدي,,,,,,,,,,,,,,,,,,,Category:Danny Kennedy,,,,,,,,,,,,,,,,,Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5220520,,,,Danny Kinahan,,,Danny Kinahan,,Danny Kinahan,,,,,Danny Kinahan,,,Danny Kinahan,,,,,,,,Danny Kinahan,,,,,Danny Kinahan,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Danny_Kinahan_at_Portcullis_House_November_2015.png,male,,,,1958-04-14,,Danny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/danny-kinahan/4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danny Kinahan,Danny Kinahan,,,,,,,,,,,,,,,,,,,,,,,DdeBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,DannyKinahanUUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381
Q5220697,,,,Danny O'Connor,,,Danny O'Connor,,Danny O'Connor,,,,,Danny O'Connor,,,Danny O'Connor,,,,,,,,Danny O'Connor,,,,,Danny O'Connor (politician),,,,,,,,,,,,,,,,,,male,,,,1965,,Danny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5221985,,,,Dara O'Hagan,,Dara O'Hagan,Dara O'Hagan,,Dara O'Hagan,,,,,Dara O'Hagan,,,Dara O'Hagan,,,,,,,,Dara O'Hagan,,,,,Dara O'Hagan,,,,,,,,,,,,,,,,,,female,,,,1964-08-29,,Dara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5233732,,,,David Ford,Дэвид Форд,David Ford,David Ford,,David Ford,,,,,David Ford,,,David Ford,,,,,,,,David Ford,,,,,David Ford,David Ford (político),,,David Ford,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/dd/DavidFordAlliance.jpg,male,,,,1951-02-24,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,4ad28600-cc7a-4bee-86c8-4c5da560ca53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5237292,,,,David McClarty,,David McClarty,David McClarty,,David McClarty,,,,David McClarty,David McClarty,,,David McClarty,,,,,,,,David McClarty,,,,,David McClarty,,,,,,,,,,,,,,,,,,male,,,,1951-02-23,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5237376,,,,David McIlveen,,,David McIlveen,,David McIlveen,,David McIlveen,,,David McIlveen,,,David McIlveen,,,,,,,,David McIlveen,,,,,David McIlveen,,,,,,,,,,,,,,,,,,male,,,,1981-02-11,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5237446,大衛·麥納維,,,David McNarry,,,David McNarry,,David McNarry,,,,,David McNarry,,,David McNarry,,,,,,,,David McNarry,,,,,David McNarry,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f8/David_McNarry.jpg,male,,,,1948-05-25,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,デイヴィッド・マクナリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5242200,,,,Davy Hyland,,Davy Hyland,Davy Hyland,,Davy Hyland,,,,,Davy Hyland,,,Davy Hyland,,,,,,,,Davy Hyland,,,,,Davy Hyland,,,,,,,,,,,,,,,,,,male,,,,1955-02-25,,Davy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5242494,,,,Dawn Purvis,,,Dawn Purvis,,Dawn Purvis,,,,,Dawn Purvis,,,Dawn Purvis,,,,,,,,Dawn Purvis,,,,,Dawn Purvis,,,,,,,,,,,,,,,,,,female,,,,1966-10-22,,Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5249360,,,,Declan McAleer,,,Declan McAleer,,Declan McAleer,,Declan McAleer,,,Declan McAleer,,,Declan McAleer,,,,,,,,Declan McAleer,,,,,Declan McAleer,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Declan_McAleer.jpg,male,,,,1973-07-10,,Declan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
