id,name__pt,name__en,name__de,name__it,name__fr,name,wikipedia__pt,gender,birth_date,death_date,given_name,original_wikiname,name__nb,name__da,name__nn,name__sv,website,name__es,wikipedia__en,identifier__ISNI,identifier__VIAF,name__pl,name__ro,wikipedia__pl,wikipedia__ro,identifier__EuroparlMEP,name__uk,name__nl,name__cs,wikipedia__commons,wikipedia__cs,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fr,wikipedia__it,wikipedia__nl,wikipedia__no,wikipedia__sv,wikipedia__uk,image,identifier__GTAA,identifier__parlement,identifier__BNF,identifier__SUDOC,identifier__freebase,name__fi,wikipedia__fi,identifier__LCAuth,name__ca,name__oc,name__tr,wikipedia__tr,identifier__GND,family_name,name__ru,wikipedia__ru,name__et,wikipedia__et,name__gl,name__zh,wikipedia__gl,wikipedia__zh,name__ar,name__be,name__bg,name__el,name__eo,name__eu,name__ga,name__gv,name__he,name__hi,name__hr,name__hu,name__id,name__io,name__ja,name__ka,name__ko,name__la,name__lb,name__li,name__lt,name__lv,name__mn,name__ms,name__roa_tara,name__scn,name__sk,name__sl,name__sr,name__tk,name__vi,name__war,name__fa,name__an,name__sco,name__sgs,wikipedia__an,wikipedia__ar,wikipedia__bat_smg,wikipedia__be,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__ca,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__frwikiquote,wikipedia__ga,wikipedia__gv,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__itwikiquote,wikipedia__itwikisource,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__ms,wikipedia__nn,wikipedia__oc,wikipedia__plwikiquote,wikipedia__roa_tara,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__tk,wikipedia__ukwikiquote,wikipedia__vi,wikipedia__war,identifier__NTA,identifier__CANTIC,name__tet,name__hy,wikipedia__hy,wikipedia__tet,name__en_ca,name__en_gb,name__pt_br,name__mr,name__sw,wikipedia__mr,wikipedia__sw,identifier__NLA,identifier__MusicBrainz,identifier__SELIBR,identifier__BNE,identifier__PTBNP,identifier__BAV,identifier__discogs,name__cy,wikipedia__glwikiquote,identifier__FAST,name__af,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__lij,name__mg,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__is,name__min,name__sr_el,name__pa,wikipedia__br,wikipedia__pa,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__qu,wikipedia__mg,wikipedia__qu,identifier__NNDB,identifier__Munzinger,name__ty,name__my,name__az,name__yo,name__ku,name__ext,name__ltg,name__bs,wikipedia__az,wikipedia__bs,wikipedia__ext,wikipedia__ie,wikipedia__is,wikipedia__ku,wikipedia__ltg,wikipedia__my,wikipedia__simple,wikipedia__ty,wikipedia__vo,wikipedia__yo,identifier__IMDB,identifier__SBN_it,name__mwl,wikipedia__mwl,name__sh,name__sr_ec,wikipedia__enwikisource,wikipedia__ptwikiquote,wikipedia__sh,identifier__OLID,name__tl,wikipedia__tl,wikipedia__rm,wikipedia__enwikiquote,identifier__britishmuseum,identifier__NKC,identifier__NUKAT,last_seen,identifier__TED,identifier__senate_nl,identifier__PACE,identifier__Britannica,identifier__NLI,wikipedia__hsb,name__hsb,wikipedia__eswikiquote,name__fo,name__kl,name__ky,wikipedia__ky,wikipedia__th,name__th,name__lmo,name__ba,name__si,name__bn,wikipedia__ba,wikipedia__bn,wikipedia__lmo,wikipedia__si,name__xmf,wikipedia__xmf,identifier__GNC,identifier__Gutenberg,occupation,name__ml,wikipedia__ml,wikipedia__ckb,wikipedia__ta,facebook,identifier__google_knowledge,name__mk,name__azb,name__ckb,name__sq,name__ta,wikipedia__azb,wikipedia__sq,wikipedia__uz,identifier__nlg,name__uz,wikipedia__tt,wikipedia__zh_yue,name__tt,identifier__ne_se,identifier__ORCID,name__yue,wikipedia__bewikiquote,wikipedia__nds,twitter,wikipedia__als,wikipedia__kk,wikipedia__fawikiquote,wikipedia__cy,name__kk,wikipedia__gom,wikipedia__ur,identifier__snac,wikipedia__eswikinews,name__ne,name__ur,wikipedia__ne,name__gom,wikipedia__af,wikipedia__arz,name__arz,wikipedia__zh_min_nan,name__nan,wikipedia__mai,identifier__persee,name__mai,identifier__BVMC,identifier__BBC_things,wikipedia__frr,name__frr
Q2857756,António Barreto,António Miguel Morais Barreto,António Miguel Morais Barreto,,António Miguel Morais Barreto,António Barreto,António Barreto,male,1942-10-30,,António,António Barreto,António Barreto,António Barreto,António Barreto,António Barreto,,,,0000 0001 0915 205X,73866752,,,,,,,António Miguel Morais Barreto,,Category:António Miguel Morais Barreto,,,,,António Barreto,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Antonio_Barreto_na_Exponor.JPG,,,120253079,028413318,,,,,,,,,,,"Баррету, Антониу","Баррету, Антониу",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sociologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2857763,António Serrano,António Serrano,António Serrano,,António Serrano,António Serrano,António Serrano,male,1965-01-16,,António,António Manuel Soares Serrano,,,,,,,,,,,,,,,,,,,,,,,António Serrano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2868303,Assunção Esteves,Maria da Assunção Esteves,Maria da Assunção Esteves,,Assunção Esteves,Assunção Esteves,Assunção Esteves,female,1956-10-15,,Maria,Assunção Esteves,Assunção Esteves,Assunção Esteves,Assunção Esteves,Assunção Esteves,,Assunção Esteves,Maria da Assunção Esteves,0000 0000 8035 1329,121748844,Maria da Assunção Esteves,Maria da Assunção Esteves,Maria da Assunção Esteves,Maria da Assunção Esteves,28401,,Maria da Assunção Esteves,,Category:Assunção Esteves,,,,,Assunção Esteves,,,,Assunção Esteves,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Ollanta_Humala_cumprimenta_Assunção_Esteves.jpg,,,,098040499,/m/0552sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assunção Esteves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2891285,Octávio Pato,Octávio Pato,Octávio Pato,,Octávio Pato,Octávio Pato,Octávio Pato,male,1925-04-01,1999-02-19,Octávio,Octávio Pato,,,,,,Octávio Pato,Octávio Pato,,72884227,,,,,,,Octávio Pato,,,,,Octávio Pato,,,,,,,,,,,,,/m/098zkv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28973800,Catarina Marcelino,,,,,Catarina Marcelino,Catarina Marcelino,female,1971-01-25,,,Catarina Marcelino,,,,,,,,,,,,,,,,Catarina Marcelino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28973801,Margarida Marques,,,,,Margarida Marques,Margarida Marques,female,1954-03-02,,,Margarida Marques,,,,,,,,,,,,,,,,Margarida Marques,,Category:Margarida Marques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2913325,Pedro Mota Soares,Pedro Mota Soares,Pedro Mota Soares,,Pedro Mota Soares,Pedro Mota Soares,Pedro Mota Soares,male,1974-05-29,,Pedro,Pedro Mota Soares,Pedro Mota Soares,Pedro Mota Soares,Pedro Mota Soares,Pedro Mota Soares,,Pedro Mota Soares,Pedro Mota Soares,,,Pedro Mota Soares,,Pedro Mota Soares,,,,Pedro Mota Soares,,,,Pedro Mota Soares,,,Pedro Mota Soares,,,,Pedro Mota Soares,,,,,,,/m/0h3v3t9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Mota Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3018178,David Justino,David Justino,David Justino,,David Justino,David Justino,David Justino,male,1953-01-29,,David,David Justino,David Justino,David Justino,David Justino,David Justino,,,,0000 0000 8148 3593,68979360,,,,,,,David Justino,,,,,,,David Justino,,,,,,,,,122156016,030816882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3038797,Teresa Caeiro,Teresa Caeiro,Teresa Caeiro,,Teresa Caeiro,Teresa Caeiro,Teresa Caeiro,female,1969-02-14,,Teresa,Teresa Caeiro,Teresa Caeiro,Teresa Caeiro,Teresa Caeiro,Teresa Caeiro,,,,,,,,,,,,Teresa Caeiro,,,,Teresa Caeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3041550,Miguel Portas,Miguel Portas,Miguel Portas,,Miguel Portas,Miguel Portas,Miguel Portas,male,1958-05-01,2012-04-24,Miguel,Miguel Portas,Miguel Portas,Miguel Portas,Miguel Portas,Miguel Portas,,Miguel Portas,Miguel Portas,,99909804,Miguel Portas,Miguel Portas,Miguel Portas,Miguel Portas,28406,,Miguel Portas,,Category:Miguel Portas,,Miguel Portas,Miguel Portas,,Miguel Portas,,Miguel Portas,,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/MiguelPortas(2009).jpg,,,,078188822,/m/0552nm,Miguel Portas,Miguel Portas,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Portas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3047625,Edite Estrela,Edite Estrela,Edite Estrela,,Edite Estrela,Edite Estrela,Edite Estrela,female,1949-10-28,,,Edite Estrela,,,,,,Edite Estrela,Edite Estrela,0000 0000 8190 866X,297971,Edite Estrela,Edite Estrela,Edite Estrela,Edite Estrela,28310,,Edite Estrela,,Category:Edite Estrela,,Edite Estrela,,,Edite Estrela,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Estrela_Edite-2254.jpg,,,15062000k,08257782X,/m/0552bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edite Estrela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3062583,Francisco José de Almeida Lopes,Francisco Lopes,Francisco Lopes,,Francisco José de Almeida Lopes,Francisco José de Almeida Lopes,Francisco José de Almeida Lopes,male,1955-08-29,,Francisco,Francisco José de Almeida Lopes,,,,,,Francisco Lopes,Francisco Lopes,,,Francisco Lopes,,Francisco Lopes,,,,Francisco Lopes,,,,,,,Francisco José de Almeida Lopes,,,,,,,,,,,/m/0dry1gl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Lopes,,,フランシシュコ・ジュゼ・ディ・アルメイダ・ロプシュ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3069515,Fernando Nogueira,Fernando Nogueira,Fernando Nogueira,,Fernando Nogueira,Fernando Nogueira,Fernando Nogueira,male,1950,,Fernando,Fernando Nogueira,,,,,,Fernando Nogueira,Fernando Nogueira,,99806867,Fernando Nogueira,,Fernando Nogueira,,,,Fernando Nogueira,,,,,,,Fernando Nogueira,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Picture_of_Fernando_Nogueira.jpg,,,,,/m/09yqls,,,,,,Fernando Nogueira,Fernando Nogueira,,,Фернандо Ногейра,,,,,,,,,,,,,,,,,,,Fernando Nogueira,,,フェルナンド・ノゲイラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3069519,Fernando Nobre,Fernando Nobre,Fernando Nobre,,Fernando Nobre,Fernando Nobre,Fernando Nobre,male,1951-12-16,,Fernando,Fernando Nobre,Fernando Nobre,Fernando Nobre,Fernando Nobre,Fernando Nobre,,Fernando Nobre,Fernando Nobre,,99410787,Fernando Nobre,,Fernando Nobre,,,,Fernando Nobre,,,,,,,Fernando Nobre,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a9/Fernando_Nobre_02.jpg,,,,,/m/02q7w70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Nobre,,,フェルナンドゥ・ノブリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w60m6812,,,,,,,,,,,,,,,,,
Q3081880,Francisco Lucas Pires,Francisco Lucas Pires,Francisco Lucas Pires,,Francisco Lucas Pires,Francisco Lucas Pires,Francisco Lucas Pires,male,1944-10-19,1998-05-22,Francisco,Francisco Lucas Pires,Francisco Lucas Pires,Francisco Lucas Pires,Francisco Lucas Pires,Francisco Lucas Pires,,Francisco Lucas Pires,Francisco Lucas Pires,0000 0000 6651 4718,27192668,Francisco Lucas Pires,,Francisco Lucas Pires,,1363,,Francisco Lucas Pires,,,,,,,Francisco Lucas Pires,,,,,,,,,12772265q,066909872,,,,,Francisco Lucas Pires,,,,,,,,,,Francisco Lucas Pires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3081884,Francisco Madeira Lopes,Francisco Madeira Lopes,Francisco Madeira Lopes,,Francisco Madeira Lopes,Francisco Madeira Lopes,Francisco Madeira Lopes,male,1975-01-02,,Francisco,Francisco Madeira Lopes,,,,,,,,,,,,,,,,,,,,,,,Francisco Madeira Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30930777,Graça Fonseca,,,,,Graça Fonseca,Graça Fonseca,,,,,Graça Fonseca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30932423,Inês Teotónio Pereira,,,,,Inês Teotónio Pereira,Inês Teotónio Pereira,,,,,Inês Teotónio Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30934999,Helena Lopes da Costa,,,,,Helena Lopes da Costa,Helena Lopes da Costa,,,,,Helena Lopes da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
