id,name__sr,name__fr,name__el,name__en,name__de,name__sh,name__nl,name,wikipedia__commons,wikipedia__el,wikipedia__en,wikipedia__fr,wikipedia__sh,wikipedia__sr,image,gender,birth_date,given_name,original_wikiname,name__ru,name__cs,name__nb,name__da,name__nn,name__sv,wikipedia__cswikiquote,wikipedia__de,wikipedia__ru,identifier__MusicBrainz,family_name,name__ja,name__es,name__it,wikipedia__es,wikipedia__it,wikipedia__ja,identifier__freebase,name__pl,name__ie,name__hr,name__uk,wikipedia__cs,wikipedia__hr,wikipedia__ie,wikipedia__pl,wikipedia__uk,identifier__ISNI,identifier__VIAF,identifier__LCAuth,name__hu,name__ca,name__sr_ec,name__sr_el,name__en_ca,name__en_gb,name__bs,name__de_ch,name__lb,name__tr,name__lmo,name__la,name__sl,name__et,name__he,name__fi,name__vi,name__ka,name__gl,name__zh,wikipedia__bs,wikipedia__bswikiquote,wikipedia__ca,wikipedia__et,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__itwikiquote,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__slwikiquote,wikipedia__srwikiquote,wikipedia__tr,wikipedia__vi,wikipedia__zh,wikipedia__sv,name__mk,wikipedia__mk,name__ro,death_date,identifier__BNF,name__mg,wikipedia__mg,wikipedia__ro,identifier__GND,identifier__SUDOC,name__sq,wikipedia__sq,name__bg,name__io,name__be,name__oc,wikipedia__bg,wikipedia__da,wikipedia__io,name__cy,wikipedia__sl,website,identifier__NKC,identifier__NTA,identifier__IMDB,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__id,name__ar,name__pt,name__sk,name__hy,name__fa,wikipedia__ar,wikipedia__fa,wikipedia__hy,wikipedia__id,wikipedia__ko,wikipedia__pt,wikipedia__simple,wikipedia__sk,identifier__FIFA,wikipedia__be,twitter,identifier__AlloCine,identifier__allmovie,identifier__SFDb,name__rm,identifier__Munzinger,identifier__Britannica,facebook,identifier__moviemeter,identifier__elonet,identifier__PORT,identifier__CSFD,last_seen,identifier__DNF,identifier__SCOPE,identifier__kinopoisk,identifier__filmportal_de,wikipedia__ruwikinews,identifier__PACE,identifier__FAST,name__pt_br,wikipedia__enwikiquote,identifier__NLA,identifier__OLID,identifier__BAV,identifier__NUKAT,name__jv,name__hsb,name__mr,name__lt,name__tl,name__xmf,name__dsb,name__eo,wikipedia__dsb,wikipedia__hsb,wikipedia__jv,wikipedia__lt,wikipedia__mr,wikipedia__tl,wikipedia__xmf,name__za,name__yo,name__ms,name__ml,name__se,name__kk,name__be_tarask,name__lv,name__yue,wikipedia__be_x_old,wikipedia__eo,wikipedia__kk,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__se,wikipedia__yo,wikipedia__za,wikipedia__zh_yue,name__rmy,wikipedia__rmy,name__eu,name__gd,name__sw,name__bn,name__br,name__pnb,name__sah,name__az,name__an,name__nan,name__pms,name__hi,name__ku,name__ilo,name__bxr,name__ur,name__ga,name__sco,name__kn,name__pa,name__ia,wikipedia__an,wikipedia__az,wikipedia__azwikiquote,wikipedia__bn,wikipedia__br,wikipedia__bxr,wikipedia__eswikisource,wikipedia__eu,wikipedia__ga,wikipedia__gd,wikipedia__hi,wikipedia__hrwikiquote,wikipedia__hrwikisource,wikipedia__ia,wikipedia__ilo,wikipedia__kn,wikipedia__ku,wikipedia__nn,wikipedia__oc,wikipedia__pa,wikipedia__pms,wikipedia__pnb,wikipedia__ptwikiquote,wikipedia__ruwikisource,wikipedia__sah,wikipedia__sco,wikipedia__simplewikiquote,wikipedia__skwikiquote,wikipedia__sw,wikipedia__trwikiquote,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__zh_min_nan,identifier__CiNii,identifier__NDL,identifier__SBN_it,identifier__DBNL,identifier__SELIBR,identifier__NLI,identifier__BNE,identifier__PTBNP,identifier__NNDB,identifier__CANTIC,identifier__KLfG,identifier__EGAXA,identifier__NSK,identifier__N6I,wikipedia__enwikisource,identifier__GNC,identifier__GTAA,wikipedia__srwikisource,identifier__britishmuseum,identifier__bigenc_ru,identifier__goodreads,wikipedia__fawikiquote,occupation,identifier__nobel_prize,identifier__BiblioNet,wikipedia__srwikinews,wikipedia__tt,name__tt,wikipedia__ba,name__ba,wikipedia__bewikiquote,name__ast,name__ext,identifier__rotten_tomatoes,identifier__CONOR,name__fo,name__is,name__kl,name__af,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__viwikiquote,wikipedia__azb,name__azb
Q30122905,,,,Mladen Grujić,,,Mladen Grujić,Mladen Grujić,,,Mladen Grujić,,,,,male,1966-09-22,Mladen,Mladen Grujić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3021368,Дејан Михајлов,Dejan Mihajlov,,Dejan Mihajlov,,,Dejan Mihajlov,Dejan Mihajlov,,,Dejan Mihajlov,Dejan Mihajlov,,Дејан Михајлов,,male,1972,Dejan,Dejan Mihajlov,,,,,,,,,,,,,Dejan Mihajlov,,,,,,,,,,,,,,,,,,Dejan Mihajlov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3110801,Горан Богдановић,Goran Bogdanović,,Goran Bogdanović,,,Goran Bogdanović,Goran Bogdanović,,,Goran Bogdanović (politician),Goran Bogdanović,,Горан Богдановић,https://upload.wikimedia.org/wikipedia/commons/1/12/Goran_Bogdanovic_2.jpg,male,1963-02-02,Goran,Goran Bogdanović (politician),,,,,,,,,,,,ゴラン・ボグダノヴィッチ,,,,,,,Goran Bogdanović,,,,,,,Goran Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goran Bogdanović,Goran Bogdanoviq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31791746,,,,Enis Imamović,,,Enis Imamović,Enis Imamović,,,Enis Imamović,,,,,male,,,Enis Imamović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33031,Војислав Коштуница,Vojislav Koštunica,Βόισλαβ Κοστούνιτσα,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,Category:Vojislav Koštunica,Βόισλαβ Κοστούνιτσα,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,Војислав Коштуница,https://upload.wikimedia.org/wikipedia/commons/b/b4/Vojislav_Kostunica_-_EPP_Congress_Rome_2006_(68)_(cropped).jpg,male,1944-03-24,Vojislav,Vojislav Koštunica,"Коштуница, Воислав",Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,,Vojislav Koštunica,"Коштуница, Воислав",,,ヴォイスラヴ・コシュトニツァ,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,ヴォイスラヴ・コシュトニツァ,/m/026wwp,Vojislav Koštunica,,Vojislav Koštunica,Воїслав Коштуниця,Vojislav Koštunica,Vojislav Koštunica,,Vojislav Koštunica,Воїслав Коштуниця,0000 0001 0919 0865,79127908,n84140535,Vojislav Koštunica,Vojislav Koštunica,,,,,Vojislav Koštunica,Vojislav Koštunica,,Vojislav Koštunica,,,Vojislav Koštunica,Vojislav Koštunica,ווייסלב קושטוניצה,Vojislav Koštunica,Vojislav Koštunica,ვოისლავ კოშტუნიცა,Vojislav Koštunica,沃伊斯拉夫·科什图尼察,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,Vojislav Koštunica,,ווייסלב קושטוניצה,,,ვოისლავ კოშტუნიცა,,,,Vojislav Koštunica,Vojislav Koštunica,,Vojislav Koštunica,Војислав Коштуница,Vojislav Koštunica,Vojislav Koštunica,沃伊斯拉夫·科什图尼察,Vojislav Koštunica,,,Vojislav Koštunica,,12715921h,,,Vojislav Koštunica,124398421,085793760,Vojsllav Koshtunica,Vojsllav Koshtunica,Воислав Кощуница,,Воіслаў Каштуніца,Vojislav Koštunica,Воислав Кощуница,Vojislav Koštunica,,,,,,,nm1390191,,,,,,,보이슬라브 코슈투니차,Vojislav Koštunica,فويسلاف كوستونيتشا,Vojislav Koštunica,Vojislav Koštunica,Վոյսլավ Կոշտունիցա,ووجیسلاو کوشتونیتسا,فويسلاف كوستونيتشا,ووجیسلاو کوشتونیتسا,Վոյիսլավ Կոշտունիցա,Vojislav Koštunica,보이슬라브 코슈투니차,Vojislav Koštunica,,,,Воіслаў Каштуніца,,,,,,,biography/Vojislav-Kotunica,,,,,,,,,,,,,143170,,,,,,,,Vojislav Koštunica,वोजिस्लाव कोस्तुनित्सा,,,,,,,Vojislav Koštunica,,,वोजिस्लाव कोस्तुनित्सा,,,,,,,,,Ваіслаў Каштуніца,,,Ваіслаў Каштуніца,,,,,,,,,,,,Vojislav Koštunica,,,,,,,,Vojislav Koštunica,,,,,,,,,,,,,,,,,,,,Vojislav Koštunica,,,,,,,,,,Vojislav Koštunica,Vojislav Koštunica,,,,,,,,,Vojislav Koštunica,,,,,,,,,,,,,,,,,,,,Author:Vojislav Kostunica,0259814,,,,,,,politician,,,,,,,,,Vojislav Koštunica,Vojislav Koštunica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33128806,,,,Marija Jevđić,,,,Marija Jevđić,,,Marija Jevđić,,,,,female,,,Marija Jevđić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33133790,,,,Jovica Jevtić,,,,Jovica Jevtić,,,Jovica Jevtić,,,,,male,,,Jovica Jevtić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3314000,Милан Марковић,Milan Marković,,Milan Marković,Milan Marković,,Milan Marković,Milan Marković,,,Milan Marković,Milan Marković,,Милан Марковић,https://upload.wikimedia.org/wikipedia/commons/c/c3/Milan_Markovic_2010.jpg,male,1970-09-07,Milan,Milan Marković,,,,,,,,,,,Marković,,,,,,,/m/02r5ycc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3314557,Милутин Мркоњић,Milutin Mrkonjić,,Milutin Mrkonjić,Milutin Mrkonjić,Milutin Mrkonjić,Milutin Mrkonjić,Milutin Mrkonjić,,,Milutin Mrkonjić,Milutin Mrkonjić,Milutin Mrkonjić,Милутин Мркоњић,https://upload.wikimedia.org/wikipedia/commons/e/ef/Milutin_Mrkonjić_Crop.jpg,male,1942-05-23,Milutin,Milutin Mrkonjić,"Мрконич, Милютин",,Milutin Mrkonjić,Milutin Mrkonjić,Milutin Mrkonjić,Milutin Mrkonjić,,,"Мрконич, Милютин",,Mrkonjić,ミルティン・ムルコニッチ,,,,,,/m/03h13g2,Milutin Mrkonjić,,Milutin Mrkonjić,,,Milutin Mrkonjić,,Milutin Mrkonjić,,,,,,,,,,,,,,,,,,,,,,,,米盧廷·米爾孔伊奇,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milutin Mrkonjić,Milutin Mrkonjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mrkapreroka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33358100,,,,Milanka Jevtović Vukojičić,,,,Milanka Jevtović Vukojičić,,,Milanka Jevtović Vukojičić,,,,,female,,,Milanka Jevtović Vukojičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33591498,,,,Petar Jojić,,,,Petar Jojić,,,Petar Jojić,,,,,male,,,Petar Jojić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3376349,Петар Шкундрић,Petar Škundrić,,Petar Škundrić,Petar Škundrić,Petar Škundrić,Petar Škundrić,Petar Škundrić,,,Petar Škundrić,Petar Škundrić,Petar Škundrić,Петар Шкундрић,https://upload.wikimedia.org/wikipedia/commons/f/f8/Petar_Škundrić_Crop.JPG,male,1947-02-21,Petar,Petar Škundrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Петар Шкундрић,Petar Škundrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q338223,Чедомир Јовановић,Čedomir Jovanović,,Čedomir Jovanović,Čedomir Jovanović,Čedomir Jovanović,Čedomir Jovanović,Čedomir Jovanović,Category:Čedomir Jovanović,,Čedomir Jovanović,Čedomir Jovanović,Čedomir Jovanović,Čedomir Jovanović,https://upload.wikimedia.org/wikipedia/commons/9/92/Cedomir_Jovanovic.jpg,male,1971-04-13,,Čedomir Jovanović,"Йованович, Чедомир",,Čedomir Jovanović,Čedomir Jovanović,Čedomir Jovanović,Čedomir Jovanović,,Čedomir Jovanović,"Йованович, Чедомир",,Jovanović,,Čedomir Jovanović,,,,,/m/055kbt,Čedomir Jovanović,,Čedomir Jovanović,Чедомир Йованович,,Čedomir Jovanović,,Čedomir Jovanović,Чедомир Йованович,0000 0000 7888 7028,102681818,nb2006021207,Čedomir Jovanović,,,,,,Čedomir Jovanović,,,,,,,,,,,,,,Čedomir Jovanović,Čedomir Jovanović,,,,,,,,,,,,,,,,Чедомир Јовановић,,,,,,,,,,,,,139841377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceda_jovanovic,,,,,,,cedomir.jovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cedomir Yovanovic,Cedomir Yovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3443084,Жарко Обрадовић,Žarko Obradović,,Žarko Obradović,Žarko Obradović,Žarko Obradović,Zjarko Obradović,Žarko Obradović,,,Žarko Obradović,Žarko Obradović,Žarko Obradović,Жарко Обрадовић,https://upload.wikimedia.org/wikipedia/commons/6/68/Žarko_Obradović.jpg,male,1960-05-21,Žarko,Žarko Obradović,,,Žarko Obradović,Žarko Obradović,Žarko Obradović,Žarko Obradović,,,,,,,,,,,,/m/04gmwlq,Žarko Obradović,,Žarko Obradović,Жарко Обрадович,,Žarko Obradović,,Žarko Obradović,Жарко Обрадович,,,,Žarko Obradović,,Жарко Обрадовић,Žarko Obradović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Žarko Obradović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3495213,,Srđan Šajn,,Srđan Šajn,Srđan Šajn,,Srđan Šajn,Srđan Šajn,,,Srđan Šajn,Srđan Šajn,,,,male,1963-03-28,Srđan,Srđan Šajn,,,,,,,,,,,,,Srdjan Šajn,,Srdjan Šajn,,,/m/027t83k,Srđan Šajn,,,,,,,Srđan Šajn,,,,,Srdjan Šajn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3511242,Горан Кнежевић,Goran Knežević,,Goran Knežević,,,Goran Knezjević,Goran Knežević,,,Goran Knežević,Goran Knežević,,Горан Кнежевић,,male,1957-05-12,Goran,Goran Knežević,,,Goran Knežević,Goran Knežević,Goran Knežević,Goran Knežević,,,,,,,,,,,,/m/03c9jxg,Goran Knežević,,Goran Knežević,,,Goran Knežević,,Goran Knežević,,,,,,,Горан Кнежевић,Goran Knežević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3555882,Верица Калановић,Verica Kalanović,Βερίκα Καλάνοβιτς,Verica Kalanović,,,Verica Kalanović,Verica Kalanović,,Βερίκα Καλάνοβιτς,Verica Kalanović,Verica Kalanović,,Верица Калановић,https://upload.wikimedia.org/wikipedia/commons/3/32/Verica_Kalanović_Crop.jpg,female,1954-07-19,,Verica Kalanović,,,,,,,,,,,,,,,,,,/m/04gn109,Verica Kalanović,,,,,,,Verica Kalanović,,,,,,,,,Verica Kalanović,Verica Kalanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3556019,Верољуб Стевановић,Veroljub Stevanović,,Veroljub Stevanović,,,Veroljub Stevanović,Veroljub Stevanović,,,Veroljub Stevanović,Veroljub Stevanović,,Верољуб Стевановић,https://upload.wikimedia.org/wikipedia/commons/e/ee/Together_for_Kragujevac.jpg,male,1946-09-17,,Veroljub Stevanović,,,,,,,,,,,,,,,,,,,Veroljub Stevanović,,,,,,,Veroljub Stevanović,,,,,,,Верољуб Стевановић,Veroljub Stevanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Верољуб Стевановић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q361211,,Jaroslav Hřebík,,Jaroslav Hřebík,Jaroslav Hřebík,,Jaroslav Hřebík,Jaroslav Hřebík,,,Jaroslav Hřebík,,,,,male,1948-12-16,Jaroslav,Jaroslav Hrebik,"Гржебик, Ярослав",Jaroslav Hřebík,Jaroslav Hřebík,Jaroslav Hřebík,Jaroslav Hřebík,Jaroslav Hřebík,,Jaroslav Hřebík,"Гржебик, Ярослав",,,,Jaroslav Hřebík,Jaroslav Hřebík,,Jaroslav Hřebík,,/m/080cv2b,,,,,Jaroslav Hřebík,,,,,,84212528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaroslav Hřebík,Jaroslav Hřebík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3624200,Божидар Делић,Božidar Delić,,Božidar Delić,Božidar Delić,Božidar Delić,Božidar Delić,Božidar Delić,,,Božidar Delić,,Božidar Delić,Божидар Делић,https://upload.wikimedia.org/wikipedia/commons/b/b6/Božidar_Delić.jpg,male,1956-02-20,Božidar,Božidar Delić,,,,,,,,,,,,,Božidar Delić,,,,,,Božidar Delić,,,,,,,Božidar Delić,,,,,Božidar Delić,,Божидар Делић,Božidar Delić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Божидар Делич,,,,Божидар Делич,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37077882,,,,Neđo Jovanović,,,,Neđo Jovanović,,,Neđo Jovanović,,,,,male,,,Neđo Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
