id,name__sk,name__cs,name,wikipedia__cs,wikipedia__sk,gender,occupation,identifier__VIAF,birth_date,given_name,original_wikiname,name__pl,wikipedia__pl,image,name__id,name__de,name__en,name__fi,name__nl,name__ru,name__uk,name__fr,wikipedia__de,wikipedia__en,wikipedia__fi,wikipedia__id,wikipedia__ru,wikipedia__uk,identifier__freebase,name__rue,name__et,wikipedia__et,wikipedia__fr,wikipedia__rue,wikipedia__skwikiquote,identifier__EuroparlMEP,name__hu,wikipedia__hu,name__es,identifier__GND,identifier__LCAuth,identifier__FAST,name__pa,name__nb,name__da,name__nn,name__sv,wikipedia__commons,wikipedia__pa,identifier__SUDOC,identifier__IMDB,identifier__NKC,identifier__PACE,name__it,wikipedia__it,death_date,name__ca,name__gl,wikipedia__cswikiquote,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gsw,name__hr,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,name__ja,wikipedia__ca,wikipedia__eo,identifier__ISNI,identifier__BNF,identifier__MusicBrainz,identifier__BMLO,name__be_tarask,name__de_ch,name__en_ca,name__en_gb,wikipedia__be_x_old,wikipedia__itwikiquote,website,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,family_name,name__zh,wikipedia__zh,identifier__quora,identifier__Munzinger,name__be,name__ko,name__he,name__ta,name__yo,name__oc,name__ms,name__el,name__ar,name__sr,name__mr,name__io,name__pt_br,name__vi,name__bg,name__ie,name__fa,name__mk,name__ka,name__la,name__sh,name__zh_hant,name__hsb,wikipedia__ar,wikipedia__ast,wikipedia__be,wikipedia__bg,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__hr,wikipedia__hsb,wikipedia__huwikiquote,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__tr,wikipedia__ukwikiquote,wikipedia__vi,wikipedia__yo,identifier__parlement,wikipedia__ro,name__dsb,name__lv,name__zh_cn,wikipedia__gl,wikipedia__lv,wikipedia__sl,wikipedia__ga,wikipedia__lt,name__ceb,name__eml,name__fo,name__frr,name__fy,name__jam,name__min,name__mt,name__tl,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__mg,wikipedia__mg,name__ty,name__qu,wikipedia__eu,wikipedia__qu,identifier__N6I,name__az,wikipedia__az,name__tt,identifier__bigenc_ru,twitter,name__bm,name__de_at,name__frc,name__frp,name__ia,name__kab,name__kg,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__vo,name__wo,name__zu,name__sr_el,name__sr_ec,name__mn,wikipedia__mn,wikipedia__sq,name__szl,name__ba,name__hy,name__uz,wikipedia__ba,wikipedia__bs,wikipedia__gd,wikipedia__hy,wikipedia__sw,wikipedia__szl,wikipedia__uz,identifier__OLID,identifier__NTA,identifier__NSK,identifier__NLP,identifier__NNDB,wikipedia__sco,wikipedia__mk
Q12775672,Róbert Madej,,Róbert Madej,,Róbert Madej,male,,,,Róbert,Róbert Madej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12775830,Samuel Zubo,,Samuel Zubo,,Samuel Zubo,male,,,,Samuel,Samuel Zubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samuel Zubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12776638,Stanislav Bartoš,,Stanislav Bartoš,,Stanislav Bartoš,male,,,,Stanislav,Stanislav Bartoš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12776642,Stanislav Kahanec,,Stanislav Kahanec,,Stanislav Kahanec,male,,,,Stanislav,Stanislav Kahanec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12776652,Stanislav Škoda,,Stanislav Škoda,,Stanislav Škoda,male,,,1941-10-23,Stanislav,Stanislav Škoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12777117,Szilárd Somogyi,,Szilárd Somogyi,,Szilárd Somogyi,male,,,,Szilárd,Szilárd Somogyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12777520,Tibor Cabaj,,Tibor Cabaj,,Tibor Cabaj,male,,,,Tibor,Tibor Cabaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12777530,Tibor Mikuš,,Tibor Mikuš,,Tibor Mikuš,male,,,,Tibor,Tibor Mikuš,,,https://upload.wikimedia.org/wikipedia/commons/0/03/Tibor_Mikuš_2011.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12777533,Tibor Tóth,,Tibor Tóth,,Tibor Tóth,male,,,1957-09-28,Tibor,Tibor Tóth,,,"https://upload.wikimedia.org/wikipedia/commons/9/92/Tibor_Tóth,_2016.jpg",,,Tibor Tóth,,,,,,,,,,,,,,,,,,,,,,Tibor Tóth,,,,,,,,,,,,,,,,,,Tibor Tóth,Tibor Tóth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12778517,Viktor Béreš,,Viktor Béreš,,Viktor Béreš,male,,,,Viktor,Viktor Béreš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12778620,Vladimír Faič,,Vladimír Faič,,Vladimír Faič,male,,,,Vladimir,Vladimír Faič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12778629,Vladimír Horák,,Vladimír Horák,,Vladimír Horák,male,,,,Vladimir,Vladimír Horák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12778654,Vladimír Pavelka,,Vladimír Pavelka,,Vladimír Pavelka (slovenský politik),male,,,1959-10-13,Vladimir,Vladimír Pavelka (slovenský politik),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12778661,Vladimír Ďaďo,,Vladimír Ďaďo,,Vladimír Ďaďo,male,,,,Vladimir,Vladimír Ďaďo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12781421,Ľubica Navrátilová,,Ľubica Navrátilová,,Ľubica Navrátilová,female,,,,,Ľubica Navrátilová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12781429,Ľubomír Andrassy,,Ľubomír Andrassy,,Ľubomír Andrassy,male,,,1973-02-25,,Ľubomír Andrassy,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Ľubomír_Andrassy.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12781432,Ľubomír Dzurák,,Ľubomír Dzurák,,Ľubomír Dzurák,male,,,,,Ľubomír Dzurák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12781434,Ľubomír Harach,,Ľubomír Harach,,Ľubomír Harach,male,,,1953-03-03,,Ľubomír Harach,Ľubomír Harach,Ľubomír Harach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12781448,Ľubomír Lintner,,Ľubomír Lintner,,Ľubomír Lintner,male,journalist,,1949-09-07,,Ľubomír Lintner,,,,,,,,,,,,,,,,,,,,,,,,Ľubomír Lintner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12781477,Ľudmila Mušková,,Ľudmila Mušková,,Ľudmila Mušková,female,,,,,Ľudmila Mušková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12781777,Štefan Šlachta,,Štefan Šlachta,,Štefan Šlachta,male,architect,,1939-12-06,Štefan,Štefan Šlachta,,,,,,Štefan Šlachta,,Štefan Šlachta,,,,,,,,,,,,,,,,,,Štefan Šlachta,,,,,,,,,,,,,,,,,,,2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1289100,Eduard Kukan,Eduard Kukan,Eduard Kukan,Eduard Kukan,Eduard Kukan,male,politician,45171306,1939-12-26,Eduard,Eduard Kukan,Eduard Kukan,Eduard Kukan,"https://upload.wikimedia.org/wikipedia/commons/1/1a/Eduard_Kukan,Slowakia-MIP-Europaparlament-by-Leila-Paul-1.jpg",,Eduard Kukan,Eduard Kukan,,Eduard Kukan,,Едуард Кукан,Eduard Kukan,Eduard Kukan,Eduard Kukan,,,,Едуард Кукан,/m/02fvy7,,,,Eduard Kukan,,,96651,Eduard Kukan,,Eduard Kukan,121977242,no00096597,456275,,Eduard Kukan,,,,Category:Eduard Kukan,,,,js20040209004,5775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduard Kukan,,,,,,,0000 0000 7865 3723,,,,,,,,,,http://web.archive.org/web/20030508122205/www.government.gov.sk/english/minister_mzv.html,,,,,,,,,,,,,00000023008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduard Kukan,,,,,,,,,Eduard Kukan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1291999,František Mikloško,František Mikloško,František Mikloško,František Mikloško,František Mikloško,male,politician,36982126,1947-06-02,František,František Mikloško,František Mikloško,František Mikloško,https://upload.wikimedia.org/wikipedia/commons/2/2f/František_Mikloško_5660.jpg,,František Mikloško,František Mikloško,,František Mikloško,,Франтішек Міклошко,František Mikloško,František Mikloško,František Mikloško,,,,Франтішек Міклошко,/m/04v_w1,,,,,,František Mikloško,,František Mikloško,,František Mikloško,103551026,n92088286,,,František Mikloško,František Mikloško,František Mikloško,František Mikloško,,,172738989,,,,,,,,,František Mikloško,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,フランチシェク・ミクロシュコ,,,0000 0001 1024 9238,12295323b,,,Францішак Міклашка,,,,Францішак Міклашка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1300892,Jozef Migaš,,Jozef Migaš,,Jozef Migaš,male,politician,63578292,1954-01-07,Jozef,Jozef Migaš,Jozef Migaš,Jozef Migaš,https://upload.wikimedia.org/wikipedia/commons/5/51/Jozef_Migaš.jpg,,Jozef Migaš,Jozef Migaš,Jozef Migaš,Jozef Migaš,"Мигаш, Йозеф",Йозеф Мігаш,Jozef Migaš,Jozef Migaš,Jozef Migaš,Jozef Migaš,,"Мигаш, Йозеф",Йозеф Мігаш,/m/03ql45f,,,,Jozef Migaš,,,,Jozef Migaš,,Jozef Migaš,,no93006049,,,Jozef Migaš,Jozef Migaš,Jozef Migaš,Jozef Migaš,,,,,,,Jozef Migaš,Jozef Migaš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ヨゼフ・ミガシュ,,,,,,,Ёзэф Мігаш,,,,Ёзэф Мігаш,,,,,,,,,,,,,,Jozef-Migaš,,Іозеф Мігаш,,,,,,,,,,,,,,,,,,,,,約瑟夫·米卡什,,,,Ёзаф Мігаш,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,约瑟夫·米卡什,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1314189,Ján Richter,Ján Richter,Ján Richter,Ján Richter (politik),Ján Richter,male,politician,,1956-10-05,Ján,Ján Richter,Ján Richter,Ján Richter,https://upload.wikimedia.org/wikipedia/commons/7/75/Ján_Richter.jpg,,Ján Richter,Ján Richter,,Ján Richter,,,Ján Richter,Ján Richter,,,,,,,,,,Ján Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1336966,Emil Vestenický,,Emil Vestenický,,Emil Vestenický,male,,,1948-07-17,Emil,Emil Vestenický,,,,,Emil Vestenický,Emil Vestenický,,Emil Vestenický,,,,Emil Vestenický,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13374407,Alojz Hlina,Alojz Hlina,Alojz Hlina,Alojz Hlina,Alojz Hlina,male,politician,,1970-10-22,Alojz,Alojz Hlina,Alojz Hlina,Alojz Hlina,,,Alojz Hlina,Alojz Hlina,,,,,,,,,,,,,,,,,,Alojz Hlina,,Alojz Hlina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alojz Hlina,,,,,,,,,,,,,,,,,,,,Alojz Hlina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13375215,Anton Blajsko,,Anton Blajsko,,Anton Blajsko,male,,,,Anton,Anton Blajsko,,,,,Anton Blajsko,Anton Blajsko,,,,,Anton Blajsko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13375711,Arpád Érsék,,Arpád Érsék,,Árpád Érsek,male,,,1958-06-22,,Árpád Érsek,Árpád Érsek,Árpád Érsek,,,,,,,,,Arpád Érsék,,,,,,,,,,,Árpád Érsek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13383634,Zsolt Komlósy,,Zsolt Komlósy,,Zsolt Komlósy,male,,,1955-07-11,Zsolt,Zsolt Komlósy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13383662,Zuzana Plháková,,Zuzana Plháková,,Zuzana Plháková,female,,,,Zuzana,Zuzana Plháková,,,,,,Zuzana Plháková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13397958,Andrej Danko,Andrej Danko,Andrej Danko,Andrej Danko,Andrej Danko,male,politician,,1974-08-12,Andrej,Andrej Danko,Andrej Danko,Andrej Danko,https://upload.wikimedia.org/wikipedia/commons/0/08/Andrej_Danko.jpg,,Andrej Danko,Andrej Danko,,Andrej Danko,,,Andrej Danko,Andrej Danko,Andrej Danko,,,,,,,,,Andrej Danko,,Andrej Danko,,Andrej Danko,Andrej Danko,,,,,,,,,Andrej Danko,,,,,,,Andrej Danko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安德雷·丹科,安德雷·丹科,,,,안드레이 단코,,,,,,,,,,,,,,Andrej Danko,,,,,,,,,,,,,,,,,,,,Andrej Danko,,,,안드레이 단코,,,,,,,,,,,,,,,Andrej Danko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13403308,Richárd Hamerlik,,Richárd Hamerlik,,Richárd Hamerlik,male,,,,Richárd,Richárd Hamerlik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13406997,Diana Štrofová,,Diana Štrofová,,Diana Štrofová,female,politician,,,Diana,Diana Dubovská,,,,,Diana Štrofová,Diana Štrofová,,,,,Diana Štrofová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
