id,name__en,name,wikipedia__en,gender,original_wikiname,name__de,name__nl,name__fr,name__es,name__hu,wikipedia__de,image,birth_date,given_name,name__nb,name__da,name__nn,name__sv,name__sco,wikipedia__sco,name__fa,name__ru,family_name,identifier__ISNI,identifier__VIAF,name__zh_hant,name__zh_cn,name__ja,wikipedia__es,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__hansard,wikipedia__commons,name__ro,wikipedia__fr,wikipedia__gd,identifier__freebase,identifier__FAST,name__pl,name__gd,name__cy,name__zh,name__id,name__br,name__he,name__la,name__mk,name__el,name__ca,name__eu,name__az,name__oc,name__fi,name__uk,name__ie,name__is,name__it,name__pt,name__yue,name__bar,name__fy,name__ko,name__eo,name__tr,name__ka,wikipedia__az,wikipedia__bar,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fy,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,twitter,identifier__parliamentDOTuk,identifier__publicwhip,identifier__TWFY,identifier__bbc_democracy_live,facebook,death_date,name__fo,name__kl,website,identifier__IIAF,noble_title,name__en_gb,name__af,name__an,name__cs,name__gl,name__sh,name__bg,name__be,name__be_tarask,name__vi,name__ar,name__mg,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__cawikiquote,wikipedia__cs,wikipedia__enwikiquote,wikipedia__eowikinews,wikipedia__gl,wikipedia__mg,wikipedia__sh,wikipedia__vi,identifier__Munzinger,identifier__GNC,identifier__GTAA,name__ga,wikipedia__ga,name__nds,name__en_ca,name__de_ch,identifier__current_hansard,identifier__EuroparlMEP,wikipedia__ro,identifier__BNF,identifier__NTA,identifier__Oxforddnb,identifier__NPG,identifier__CANTIC,identifier__N6I,name__io,name__qu,wikipedia__io,wikipedia__qu,identifier__Britannica,identifier__NLA,identifier__SELIBR,identifier__NUKAT,identifier__journalisted,name__sr_el,name__sr_ec,name__sr,wikipedia__sr,wikipedia__et,name__et,name__ast,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__hr,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__zh_hk,identifier__NNDB,name__zh_hans,name__zh_mo,name__zh_my,name__zh_sg,name__zh_tw,identifier__guardian_topic,wikipedia__enwikinews,occupation,identifier__wikitree,identifier__ne_se,name__ty,identifier__quora,identifier__snac,wikipedia__eml,name__eml,identifier__BBC_things,name__or,name__ext,identifier__google_knowledge,identifier__PACE,wikipedia__bewikiquote,name__sl,name__hy,identifier__BIBSYS,identifier__national_archives,honorific_prefix,wikipedia__nlwikinews,wikipedia__ms,identifier__LNB,wikipedia__enwikisource,wikipedia__te,identifier__rush,wikipedia__azb,name__te,name__kn,honorific_suffix,identifier__CONOR,identifier__BNE,name__azb,identifier__NLI,identifier__NLAtrove,wikipedia__ast,name__bn,identifier__NKC
Q1701702,John Scott,John Scott,John Scott (Scottish politician),male,John Scott (Scottish politician),John Scott,John Scott,John Scott,John Scott,John Scott,"John Scott (Politiker, 1951)",https://upload.wikimedia.org/wikipedia/commons/6/64/JohnScottMSP20110509.JPG,1951-06-07,John,,,,,John Scott,John Scott (Scots politeecian),جان اسکات,Джон Скотт,Scott,,,,,,,,,,,,,,John Scott,/m/0848tf,,,John Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,John Scott,,,,,,,,,,,,,,,,,,,,,,
Q1702190,John Wilson,John Wilson,John Wilson (Scottish Green Party politician),male,John Wilson (Scottish Green Party politician),John Wilson,John Wilson,John Wilson,John Wilson,John Wilson,"John Wilson (Politiker, 1956)",https://upload.wikimedia.org/wikipedia/commons/a/ac/JohnWilsonMSP.jpg,1956-11-28,John,,,,,,,جان ویلسون,Джон Уилсон,Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جون ويلسون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,John Wilson,,,,,,,,,,,,,,,,,,,,,,
Q1710696,Stewart Maxwell,Stewart Maxwell,Stewart Maxwell,male,Stewart Maxwell,Stewart Maxwell,Stewart Maxwell,Stewart Maxwell,Stewart Maxwell,Stewart Maxwell,Stewart Maxwell,https://upload.wikimedia.org/wikipedia/commons/8/8b/StewartMaxwellMSP20110507.JPG,1963-12-24,Stewart,,,,,Stewart Maxwell,Stewart Maxwell,,,Maxwell,,,,,,,,,,,Category:Stewart Maxwell,,,,/m/03t190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Stewart Maxwell,,,,,,,,,,,,,,,,,,,,,,
Q1726790,Siobhan McMahon,Siobhan McMahon,Siobhan McMahon,female,Siobhan McMahon,Siobhan McMahon,Siobhan McMahon,Siobhan McMahon,Siobhan McMahon,Siobhan McMahon,Siobhan McMahon,https://upload.wikimedia.org/wikipedia/commons/3/37/SiobhanMcMahonMSPPortrait.jpg,1984-07-04,Siobhan,,,,,,,,,McMahon,,,,,,,,,,,,,,,/m/0gttkrn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.siobhanmcmahon.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Siobhan McMahon,,,,,,,,,,,,,,,,,,,,,,
Q1729243,Karen Gillon,Karen Gillon,Karen Gillon,female,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,https://upload.wikimedia.org/wikipedia/commons/c/cd/KarenGillon.jpg,1967-08-18,Karen,Karen Gillon,Karen Gillon,Karen Gillon,Karen Gillon,,,,,Gillon,,71137514,,,,,,no2006008825,,,,,,,/m/0bjzt_,1633183,,,,,,,,,,,,,,,,,,,Karen Gillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.karengillon.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Karen Gillon,,,,,,,,,,,,,,,,,,,,,,
Q1735695,Kate Maclean,Kate Maclean,Kate Maclean,female,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,,1958-02-16,Kate,Kate Maclean,Kate Maclean,Kate Maclean,Kate Maclean,,,,,,,,,,,,,,,,,,,,/m/0bk0z2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Kate Maclean,,,,,,,,,,,,,,,,,,,,,,
Q1737405,Kay Ullrich,Kay Ullrich,Kay Ullrich,female,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,,1943,Kay,Kay Ullrich,Kay Ullrich,Kay Ullrich,Kay Ullrich,,,,,,,,,,,,,,,,,,,,/m/0cbn4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Kay Ullrich,,,,,,,,,,,,,,,,,,,,,,
Q1738042,Keith Brown,Keith Brown,Keith Brown (Scottish politician),male,Keith Brown (Scottish politician),Keith Brown,Keith Brown,Keith Brown,Keith Brown,Keith Brown,Keith Brown (Politiker),"https://upload.wikimedia.org/wikipedia/commons/9/9a/Keith_Brown,_Minister_for_Transport_and_Infrastructure_(2).jpg",1961-12-20,Keith,,,,,Keith Brown,Keith Brown (Scots politeecian),کیت براون,Кит Браун,Brown,0000 0001 2211 5157,59032979,,,,,,nr2004018068,,,Category:Keith Brown,,,Keith Brown,/m/02r1jtz,,,Keith Brown,,基斯·布朗,,,,,,,,,,,,,,,,,,,,,,Keith Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Brown (1961 doğumlu siyasetçi),,,,KeithBrownSNP,,,,,,,,,,,,,,,,,,,,,,كيث براون,,,,كيث براون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Keith Brown,,,,,,,,,,,,,,,,,,,,,কিথ ব্রাউন,jcu2011649997
Q1738052,Keith Harding,Keith Harding,Keith Harding,male,Keith Harding,Keith Harding,Keith Harding,Keith Harding,Keith Harding,Keith Harding,Keith Harding,,1938,Keith,,,,,,,,,Harding,,,,,,,,,,,,,,,/m/0cbr1j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Keith Harding,,,,,,,,,,,,,,,,,,,,,,
Q1738083,Keith Raffan,Keith Raffan,Keith Raffan,male,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,,1949-06-21,Keith,Keith Raffan,Keith Raffan,Keith Raffan,Keith Raffan,,,,,Raffan,,,,,,,,,,mr-keith-raffan,,,,,/m/03_yn9,,,,,,,,,,,,,,,,,,,,Keith Raffan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Keith Raffan,,,,,,,,,,5495,,,,,,,,,,,,
Q1738887,Ken Macintosh,Ken Macintosh,Ken Macintosh,male,Ken Macintosh,Kenneth Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,Kenneth Macintosh,https://upload.wikimedia.org/wikipedia/commons/c/cc/KenMacintoshMSP20110511.jpg,1962-01-15,Ken,Ken Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,Ken Macintosh,,,,,,,,ケン・マッキントッシュ,,,,,,,,,Coinneach Mac an Tòisich,/m/0415y1,,,Coinneach Mac an Tòisich,,肯·麥金塔,,,,,,,,,,,,,,,Ken Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Macintosh,,,,,,,,,,,,,,,,,,KenMacintoshMSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ken Macintosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Ken Macintosh,,,,,,Ken Macintosh,,,,,,,,,,,,,,,,
Q1740263,Kevin Stewart,Kevin Stewart,Kevin Stewart (Scottish politician),male,Kevin Stewart (Scottish politician),Kevin Stewart,Kevin Stewart,Kevin Stewart,Kevin Stewart,Kevin Stewart,"Kevin Stewart (Politiker, 1968)",https://upload.wikimedia.org/wikipedia/commons/5/58/KevinStewartMSP20110507.JPG,1968-06-03,Kevin,,,,,Kevin Stewart,Kevin Stewart (Scots politeecian),کوین استوارت,Кевин Стюарт,Stewart,,,,,,,,,,,Category:Kevin Stewart,,,Kevin Stewart,/m/0gmgrtb,,,Kevin Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KevinStewartSNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Kevin Stewart,,,,,,,,,,,,,,,,,,,,,,
Q1740370,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,female,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,Kezia Dugdale,https://upload.wikimedia.org/wikipedia/commons/9/9c/Kezia_Dugdale_MSP_-_May_2016.JPG,1981-08-28,Kezia,,,,,Kezia Dugdale,Kezia Dugdale,,,Dugdale,,,凱斯·達格代爾,凯斯·达格代尔,,,,,,,Category:Kezia Dugdale,,Kezia Dugdale,Kezia Dugdale,/m/0gtvdr4,,,Kezia Dugdale,,凱姿婭·達格代爾,,,,,,,Kezia Dugdale,,,,,,,,,,,,,,,,,,,,Kezia Dugdale,,,,,,,,,,,,,,,,,,,,,,,,,,Kezia Dugdale,,,,,,kezdugdale,,,,,,,,,http://www.keziadugdale.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,f70f856d-0dbb-4222-a3d9-6c17eb764683,,,,,,Kezia Dugdale,,,,,,,,,,,,,,,,,,,,,,
Q174924,Humza Yousaf,Humza Yousaf,Humza Yousaf,male,Humza Yousaf,Humza Yousaf,Humza Yousaf,Humza Yousaf,Humza Yousaf,Humza Yousaf,Humza Yousaf,https://upload.wikimedia.org/wikipedia/commons/b/b1/HumzaYousafMSP20110507.JPG,1985-04-07,,,,,,Humza Yousaf,Humza Yousaf,,,,,,,,,,,,,,,,,Humza Yousaf,/m/0gmgwh4,,,Humza Yousaf,,,,,,,,,Humza Yousaf,,Humza Yousaf,,,,,,,,,,,,,,,Humza Yousaf,,,Humza Yousaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HumzaYousaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Humza Yousaf,,,,,,,,,,,,,,,,,,,,,,
Q181224,Nigel Don,Nigel Don,Nigel Don,male,Nigel Don,Nigel Don,Nigel Don,Nigel Don,Nigel Don,Nigel Don,Nigel Don,https://upload.wikimedia.org/wikipedia/commons/8/82/NigelDonMSP20110507.JPG,1954-04-16,Nigel,,,,,,,نایجل دان,,,0000 0004 4007 5090,311465217,,,,,,nb2014020314,,,,,,,/m/02r3r50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,نايجل دون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Nigel Don,,,,,,,,,,,,,,,,,,,,,,
Q1822125,Lewis Macdonald,Lewis Macdonald,Lewis Macdonald,male,Lewis Macdonald,Lewis Macdonald,Lewis Macdonald,Lewis Macdonald,Lewis Macdonald,Lewis Macdonald,Lewis Macdonald,https://upload.wikimedia.org/wikipedia/commons/f/f0/LewisMacdonaldMSP20110510.JPG,1957-01-01,Lewis,,,,,,,,,Macdonald,,,,,,,,,,,,,,Lewis Dòmhnallach,/m/0bklr6,,,Lewis Dòmhnallach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LewisMacdMSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Lewis Macdonald,,,,,,,,,,,,,,,,,,,,,,
Q1886983,Malcolm Chisholm,Malcolm Chisholm,Malcolm Chisholm,male,Malcolm Chisholm,Malcolm Chisholm,Malcolm Chisholm,Malcolm Chisholm,Malcolm Chisholm,Malcolm Chisholm,Malcolm Chisholm (Politiker),https://upload.wikimedia.org/wikipedia/commons/8/8b/MChisholm-30March2011.jpg,1949-03-07,Malcolm,,,,Malcolm Chisholm,,,,,,,,,,マルコム・チゾルム,,,,,mr-malcolm-chisholm,,,,,/m/02b7h7,,,,,,,,,,,,,,,,,,,,Malcolm Chisholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Malcolm Chisholm,,,,,,,,,,185,,,,,,,,,,,,
Q1893669,Marco Biagi,Marco Biagi,Marco Biagi (politician),male,Marco Biagi (politician),Marco Biagi,Marco Biagi,Marco Biagi,Marco Biagi,Marco Biagi,Marco Biagi (Politiker),https://upload.wikimedia.org/wikipedia/commons/a/a4/Marco_Biagi.JPG,1982-07-31,Marco,,,,,,,,,,,,,,,,,,,,Category:Marco Biagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Marco Biagi,,,,,,,,,,,,,,,,,,,,,,
Q1894852,Margaret Jamieson,Margaret Jamieson,Margaret Jamieson,female,Margaret Jamieson,Margaret Jamieson,Margaret Jamieson,Margaret Jamieson,Margaret Jamieson,Margaret Jamieson,Margaret Jamieson,,1953,Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margaret Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Margaret Jamieson,,,,,,,,,,,,,,,,,,,,,,
Q1894865,Margaret McDougall,Margaret McDougall,Margaret McDougall,female,Margaret McDougall,Margaret McDougall,Margaret McDougall,Margaret McDougall,Margaret McDougall,Margaret McDougall,Margaret McDougall,https://upload.wikimedia.org/wikipedia/commons/8/89/MargaretMcDougallMSPPortrait.jpg,1949-01-23,Margaret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Margaret McDougall,,,,,,,,,,,,,,,,,,,,,,
Q1894872,Margaret Mitchell,Margaret Mitchell,Margaret Mitchell (Scottish politician),female,Margaret Mitchell (Scottish politician),Margaret Mitchell,Margaret Mitchell,Margaret Mitchell,Margaret Mitchell,Margaret Mitchell,"Margaret Mitchell (Politikerin, 1952)",https://upload.wikimedia.org/wikipedia/commons/1/17/MargaretMitchellMSP20120529.jpg,1952-11-15,Margaret,,,,,Margaret Mitchell,Margaret Mitchell (Scots politeecian),مارگارت میچل,Маргарет Митчелл,Mitchell,,,,,,,,,,,,,,Margaret Mitchell,,,,Margaret Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مارغريت ميتشيل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Margaret Mitchell,,,,,,,,,,,,,,,,,,,,,,
Q1894898,Margaret Smith,Margaret Smith,Margaret Smith (Scottish politician),female,Margaret Smith (Scottish politician),Margaret Smith,Margaret Smith,Margaret Smith,Margaret Smith,Margaret Smith,Margaret Smith (Politikerin),https://upload.wikimedia.org/wikipedia/commons/4/4f/Margaret-SmithMSP.jpg,1961-02-18,Margaret,,,,,,,مارگارت اسمیت,Маргарет Смит,Smith,,,,,マーガレット・スミス,,,,,,Category:Margaret Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مارغريت سميث,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Margaret Smith,,,,,,,,,,,,,,,,,,,,,মার্গারেট স্মিথ\,
Q1900077,Mark Griffin,Mark Griffin,Mark Griffin (politician),male,Mark Griffin (politician),Mark Griffin,Mark Griffin,Mark Griffin,Mark Griffin,Mark Griffin,Mark Griffin (Politiker),https://upload.wikimedia.org/wikipedia/commons/f/f4/Mark-Griffin-MSP-closeup.jpg,1985-10-19,Mark,,,,,,,,Марк Гриффин,Griffin,,,,,,,,,,,,,,Mark Griffin,,,,Mark Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MarkGriff1n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Mark Griffin,,,,,,,,,,,,,,,,,,,,,,
Q1900265,Mark McDonald,Mark McDonald,Mark McDonald (politician),male,Mark McDonald (politician),Mark McDonald,Mark McDonald,Mark McDonald,Mark McDonald,Mark McDonald,Mark McDonald,https://upload.wikimedia.org/wikipedia/commons/8/88/MarkMcDonaldMSP20110507.JPG,1980-06-07,Mark,,,,,Mark McDonald,Mark McDonald (politeecian),,,McDonald,,,,,,,,,,,,,,Mark McDonald,,,,Mark McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,markmcdsnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Mark McDonald,,,,,,,,,,,,,,,,,,,,,,
Q1900397,Mark Ruskell,Mark Ruskell,Mark Ruskell,male,Mark Ruskell,Mark Ruskell,Mark Ruskell,Mark Ruskell,Mark Ruskell,Mark Ruskell,Mark Ruskell,https://upload.wikimedia.org/wikipedia/commons/a/a2/MarkRuskellMSP-May2016.jpg,1972-05-14,Mark,Mark Ruskell,Mark Ruskell,Mark Ruskell,Mark Ruskell,Mark Ruskell,Mark Ruskell,,,,,,,,,,,,,,,,,Marc Ruskell,,,,Marc Ruskell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,markruskell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Mark Ruskell,,,,,,,,,,,,,,,,,,,,,,
Q1906255,Mary Fee,Mary Fee,Mary Fee,female,Mary Fee,Mary Fee,Mary Fee,Mary Fee,Mary Fee,Mary Fee,Mary Fee,https://upload.wikimedia.org/wikipedia/commons/9/9c/MaryFeeMSP20110510.JPG,1954-03-23,Mary,,,,,,,,,,,,,,,,,,,,Category:Mary Fee,,,Mary Fee,,,,Mary Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaryFeeMSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Mary Fee,,,,,,,,,,,,,,,,,,,,,,
